Mobile,Week,Village,Stop,Arrive,Depart,StartDate,Frequency,Day
Tiverton,4,Halberton,Lower Close,15:20,16:05,26/01/2017,4,Thursday
Tiverton,4,Ash Thomas,Village Notice Board,09:30,10:00,27/01/2017,4,Friday
Tiverton,4,Willand Willand,Old Village/Townlands,10:15,11:00,27/01/2017,4,Friday
Tiverton,4,Willand Village,Hall,11:05,12:05,27/01/2017,4,Friday
Tiverton,4,Clayhidon,Crossroads,13:15,13:45,27/01/2017,4,Friday
Tiverton,4,Hemyock,Village Hall,13:55,15:00,27/01/2017,4,Friday
Tiverton,4,Hemyock,Lower Millhayes,15:05,16:20,27/01/2017,4,Friday
Tiverton,4,Bradninch,Guildhall,09:30,12:30,28/01/2017,4,Saturday
Torrington,1,St Giles,Church Gate,09:30,09:50,30/01/2017,4,Monday
Torrington,1,St Giles,Stevenstone Court,10:10,10:40,30/01/2017,4,Monday
Torrington,1,Yarnscombe,Village Hall,11:00,11:40,30/01/2017,4,Monday
Torrington,1,Roborough,Meadow House,12:10,12:30,30/01/2017,4,Monday
Torrington,1,Beaford,School Lay by,13:15 13:45,30/01/2017,4,Monday
Torrington,1,Merton,School,14:15,14:50,30/01/2017,4,Monday
Torrington,1,Petrockstowe,Baxter Hall,15:05,15:30,30/01/2017,4,Monday
Torrington,1,Torrington,Torridge View,16:00,16:20,30/01/2017,4,Monday
Torrington,1,Hartland,Fire Station,10:00,12:45,3/01/2017,4,Tuesday
Torrington,1,Hartland,Exmansworthy,13:30,13:50,3/01/2017,4,Tuesday
Torrington,1,Meddon,Meddon,14:10,14:30,3/01/2017,4,Tuesday
Torrington,1,Welcombe,Old Smithy Inn,14:45,15:30,3/01/2017,4,Tuesday
Torrington,1,Dunsland,Forestry Cottages,09:45,10:15,4/01/2017,4,Wednesday
Torrington,1,Halwill,Church,10:30,11:00,4/01/2017,4,Wednesday
Torrington,1,Halwill,Junction,11:15,12:00,4/01/2017,4,Wednesday
Torrington,1,Germansweek,Post Office,12:15,13:00,4/01/2017,4,Wednesday
Torrington,1,Northlew,Square,13:55,14:55,4/01/2017,4,Wednesday
Torrington,1,Inwardleigh,Village,15:15,15:35,4/01/2017,4,Wednesday
Torrington,1,Exbourne,Village Hall,15:50,16:15,4/01/2017,4,Wednesday
Torrington,1,Knowle,Ebrington Arms,09:30,10:00,5/01/2017,4,Thursday
Torrington,1,West Down,Square,10:20,10:50,5/01/2017,4,Thursday
Torrington,1,Lee,Church,11:25,12:00,5/01/2017,4,Thursday
Torrington,1,Mortehoe,Church,12:30,13:00,5/01/2017,4,Thursday
Torrington,1,Woolacombe,Woolacombe Hall,13:40,14:25,5/01/2017,4,Thursday
Torrington,1,Woolacombe,South Street,14:30,15:10,5/01/2017,4,Thursday
Torrington,1,Georgeham,Village Hall,15:35,15:55,5/01/2017,4,Thursday
Torrington,1,Croyde,Village Hall,16:10,16:30,5/01/2017,4,Thursday
Torrington,2,Hatherleigh,Market,09:45,11:45,10/01/2017,4,Tuesday
Torrington,2,Hatherleigh,Community Centre,12:00,12:30,10/01/2017,4,Tuesday
Torrington,2,Hatherleigh,Care Village,13:10,13:40,10/01/2017,4,Tuesday
Torrington,2,Sheepwash,Square,13:55,14:40,10/01/2017,4,Tuesday
Torrington,2,Highampton,Village Hall,14:55,15:25,10/01/2017,4,Tuesday
Torrington,2,Black Torrington,Chapel,15:40,16:00,10/01/2017,4,Tuesday
Torrington,2,Black Torrington,The Maltings,16:10,16:40,10/01/2017,4,Tuesday
Torrington,2,Sutcombe,School,09:55,10:40,11/01/2017,4,Wednesday
Torrington,2,Sutcombe,Church,10:45,11:05,11/01/2017,4,Wednesday
Torrington,2,Bradworthy,Square,11:20,12:30,11/01/2017,4,Wednesday
Torrington,2,Kingford,Kingford,13:25,13:45,11/01/2017,4,Wednesday
Torrington,2,Bridgerule,Village Hall,14:00,14:45,11/01/2017,4,Wednesday
Torrington,2,Bridgerule,Upland,14:50,15:20,11/01/2017,4,Wednesday
Torrington,2,Milton Damerel,Lizzy’s Larder,15:45,16:30,11/01/2017,4,Wednesday
Torrington,2,Burrington,Parish Hall/School,09:45,10:30,12/01/2017,4,Thursday
Torrington,2,Ashreigney,The Square,10:45,11:05,12/01/2017,4,Thursday
Torrington,2,Riddlecombe,Telephone Box,11:25,12:10,12/01/2017,4,Thursday
Torrington,2,Hollocombe,Old Church,12:25,12:45,12/01/2017,4,Thursday
Torrington,2,Wembworthy,Church,14:00,14:20,12/01/2017,4,Thursday
Torrington,2,Coldridge,Square,14:45,15:30,12/01/2017,4,Thursday
Torrington,2,Chawleigh,Telephone Kiosk,15:50,16:30,12/01/2017,4,Thursday
Torrington,2,Meeth,Bull & Dragon,09:45,10:15,13/01/2017,4,Friday
Torrington,2,Hatherleigh,Glascott Close,10:30,11:00,13/01/2017,4,Friday
Torrington,2,Kingsmoor,Kingsmoor,11:15,11:35,13/01/2017,4,Friday
Torrington,2,Bickford Arms,Bickford Arms,11:45,12:05,13/01/2017,4,Friday
Torrington,2,Cookbury,Church,12:40,13:25,13/01/2017,4,Friday
Torrington,2,Bradford,Village Hall,13:40,14:00,13/01/2017,4,Friday
Torrington,2,North Tawton,Square,10:00,12:00,14/01/2017,4,Saturday
Torrington,3,Instow,Commodore Hotel,09:15,10:15,16/01/2017,4,Monday
Torrington,3,Yelland,Ballards,10:25,10:45,16/01/2017,4,Monday
Torrington,3,Yelland,Littlemoor Close,10:55,11:25,16/01/2017,4,Monday
Torrington,3,Yelland,Allenstyle,11:30,12:00,16/01/2017,4,Monday
Torrington,3,Fremington,Taw View,12:10,12:55,16/01/2017,4,Monday
Torrington,3,Fremington,Church Hall,13:30,14:30,16/01/2017,4,Monday
Torrington,3,Barnstaple,Rose Lane Community Centre,14:45,15:15,16/01/2017,4,Monday
Torrington,3,Lovacott,Garage,15:30,16:00,16/01/2017,4,Monday
Torrington,3,Bickington,Babbages,09:45,10:15,17/01/2017,4,Tuesday
Torrington,3,Bickington,Mead Park,10:20,10:50,17/01/2017,4,Tuesday
Torrington,3,Bickington,Ellerslie Road,10:55,11:30,17/01/2017,4,Tuesday
Torrington,3,Sticklepath,Manor Park,11:35,12:05,17/01/2017,4,Tuesday
Torrington,3,Sticklepath,Elizabeth Drive,12:15,12:45,17/01/2017,4,Tuesday
Torrington,3,Roundswell,The Laurels,13:30,14:00,17/01/2017,4,Tuesday
Torrington,3,Barnstaple,Chichester Road,14:15,15:15,17/01/2017,4,Tuesday
Torrington,3,Tawstock,Village,15:30,16:00,17/01/2017,4,Tuesday
Torrington,3,Littleham,Littleham,09:35,10:10,18/01/2017,4,Wednesday
Torrington,3,Woodtown,Woodtown,10:15,11:00,18/01/2017,4,Wednesday
Torrington,3,Parkham,Church,11:15,12:00,18/01/2017,4,Wednesday
Torrington,3,Buckland Brewer,Village,12:15,13:00,18/01/2017,4,Wednesday
Torrington,3,Monkleigh,Village Hall,13:45,14:30,18/01/2017,4,Wednesday
Torrington,3,Newton St Petrock,Church,14:45,15:25,18/01/2017,4,Wednesday
Torrington,3,Stibb Cross,Union Inn,15:35,16:35,18/01/2017,4,Wednesday
Torrington,3,Weare Giffard,Village Hall,09:30,10:30,19/01/2017,4,Thursday
Torrington,3,Grinnacombe Moor,Grinnacombe Moor,11:35,12:05,19/01/2017,4,Thursday
Torrington,3,Virginstowe,Church,12:20,12:40,19/01/2017,4,Thursday
Torrington,3,St-Giles-on-the-Heath,Village,13:20,14:05,19/01/2017,4,Thursday
Torrington,3,Ashwater,Pub,14:20,14:50,19/01/2017,4,Thursday
Torrington,4,Clapworthy Mill,Hancocks,09:55,10:15,24/01/2017,4,Tuesday
Torrington,4,Clapworthy Mill,Broden Hill,10:20,10:40,24/01/2017,4,Tuesday
Torrington,4,George Nympton,Village Hall,10:50,11:1,24/01/2017,4,Tuesday
Torrington,4,Romansleigh,Old Smithy,11:30,11:50,24/01/2017,4,Tuesday
Torrington,4,Kings Nympton,Square,12:05,12:35,24/01/2017,4,Tuesday
Torrington,4,Chittlehamholt,Village Hall,13:20,13:50,24/01/2017,4,Tuesday
Torrington,4,Chittlehampton,Square,14:05,14:50,24/01/2017,4,Tuesday
Torrington,4,Atherington,Church Gate,15:05,15:35,24/01/2017,4,Tuesday
Torrington,4,High Bickington,Wardens Close,15:45,16:05,24/01/2017,4,Tuesday
Torrington,4,High Bickington,Cross Park,16:10,16:40,24/01/2017,4,Tuesday
Torrington,4,Westward Ho!,Link House,09:45,10:30,25/01/2017,4,Wednesday
Torrington,4,Abbotsham,School,10:40,11:00,25/01/2017,4,Wednesday
Torrington,4,Abbotsham,Church,11:05,11:30,25/01/2017,4,Wednesday
Torrington,4,Ford,Toms Lane,11:45,12:05,25/01/2017,4,Wednesday
Torrington,4,Portledge,Bus Stop,12:10,12:30,25/01/2017,4,Wednesday
Torrington,4,Bucks Cross,Woolsery Road,13:20,13:50,25/01/2017,4,Wednesday
Torrington,4,Woolsery,East Park,14:00,14:30,25/01/2017,4,Wednesday
Torrington,4,Woolsery,Manor Park,14:40,15:45,25/01/2017,4,Wednesday
Torrington,4,Little Torrington,Village Hall,09:30,09:50,26/01/2017,4,Thursday
Torrington,4,Peters Marland,Church,10:05,10:25,26/01/2017,4,Thursday
Torrington,4,Langtree,School/Village Hall,10:40,11:15,26/01/2017,4,Thursday
Torrington,4,West Heanton,Residential Home,11:35,12:00,26/01/2017,4,Thursday
Torrington,4,Buckland Filleigh,Village Hall,12:10,12:30,26/01/2017,4,Thursday
Torrington,4,Shebbear,Square,13:15,14:45,26/01/2017,4,Thursday
Torrington,4,Shebbear,Village Hall,14:55,15:35,26/01/2017,4,Thursday
Torrington,4,North Tawton,Square,09:45,11:15,27/01/2017,4,Friday
Torrington,4,Winkleigh,Square,11:35,12:35,27/01/2017,4,Friday
Torrington,4,Winkleigh,Four Seasons Village,12:45,13:05,27/01/2017,4,Friday
Torrington,4,Bondleigh,Old School,13:55,14:15,27/01/2017,4,Friday
Torrington,4,Broadwoodkelly,Telephone Kiosk,14:30,14:50,27/01/2017,4,Friday
Torrington,4,Iddesleigh,Duke of York,15:15,15:35,27/01/2017,4,Friday
Torrington,4,Dolton,Ram’s Head Inn,15:50,16:10,27/01/2017,4,Friday
Torrington,4,Hatherleigh,Community Centre,10:00,12:00,28/01/2017,4,Saturday
